    Tennis;40.38779608214728;-3.627687914352839
Futsal outdoors;40.38788595319803;-3.627048250272035
Fashion and design school;40.3887315224542;-3.628643539758645
Topography school;40.38926842612264;-3.630067893975619
Telecommunications school;40.38956358584258;-3.629046081389352
ETSISI;40.38992125672989;-3.6281366497769714
Library;40.39037466191718;-3.6270256763598447
CITSEM;40.389855884803005;-3.626782180787362
